name,,,text,,,
gotschiavi,,,@SouthwestAir Every flight flown by me personally(about two round trips per month) is FULL. Still hard to believe. Fly 8 hours thru ATL?NO,,,
JessicaJNoble,,,@SouthwestAir @FortuneMagazine Superb choice - SWA. I am a raving fan. They even take stress out of weather-reLate Flightd glitches!  #custexp,,,
segeorgeff,,,"@southwestair has 22 employees on Social Care Team, 4 staff the Listening Ctr. at any time-rest of spots filled by other areas. #RaganDisney",,,
JulieMedia,,,@SouthwestAir listening center is open seating just like on their planes. #RaganDisney,,,
gotschiavi,,,@SouthwestAir @jlittle100 Double up with this comment. PHL to anywhere South Florida is GONE GONE GONE. Hello US Air,,,
gotschiavi,,,@SouthwestAir . I don't like the new schedule. No more nonstops from PHL to FLL or PBI? We are not free to move between those cities. Sad.,,,
katxc,,,@SouthwestAir Incredibly frustrating. I emailed but still haven't received a response.,,,
katxc,,,@SouthwestAir I paid for inflight wifi only for it not to work. Download speed was 0.21mbps &amp; I ended up watching the free TV instead.,,,
BradLloydBrando,,,@SouthwestAir sure can! Just a second.,,,
heatheralexis8,,,@SouthwestAir oh my god thank you so much!!! I just sent you a DM,,,
itshosey,,,@SouthwestAir I wish I would've known so I could've slept 2 hours more and let my friend know not to wait for me after she lands...,,,
cigaradventures,,,@SouthwestAir Thank you for the prompt response. I will email Late Flightr today.,,,
JiggaJazzman,,,"THANKS to @SouthwestAir , I get to go to the #DestinationDragons @Imaginedragons show this weekend in UTAH @VelourLive  !!! #ThankYou",,,
tripcentral,,,@SouthwestAir @FortuneMagazine Congratulations!,,,
kzone7,,,"@SouthwestAir For my Grandma Ella's 80th, she would love a bday greeting from your flight crew! She was a stewardess for Eastern Airlines.",,,
JuliaMooch1,,,@SouthwestAir is there any chance I could get tickets to the #DestinationDragons show in Vegas? Ive been a huge fan for years! Pretty please,,,
Autistikids,,,"@SouthwestAir @FortuneMagazine Love u Southwest. You've always been helpful. When I traveled a lot w/my son, infant/toddler, U were great!",,,
SamIam6915,,,@SouthwestAir @FortuneMagazine Love flying Southwest! Best flight attendants ever!,,,
JaxBeFit,,,@SouthwestAir nothing express about your express bag drop at Phoenix Sky Harbor,,,
akd209,,,@SouthwestAir is it possible to book a refundable trip? Willing to pay extra. This would be for a domestic round trip flight,,,
HisBoots,,,"@SouthwestAir used to exclusively fly SW, but Late Flightly, direct flights &amp; cheaper costs have me switched. 😔 why...so... few...direct...flights?",,,
Raasclaattt,,,@SouthwestAir would you be willing to help me surprise my bestfriend with tickets to go see @Imaginedragons? #DestinationDragons Gracias!,,,
streetsmartsmom,,,@SouthwestAir MAC computer left on BWI to LA flight on 14th.  Reward for recovery; info important to owner.#HELP #passengers #honesty,,,
mrsblack777,,,"@SouthwestAir @FortuneMagazine I DO like your airlines, congrats! : )",,,
32432tee,,,@SouthwestAir Hi Guys good morning how are you doing,,,
cigaradventures,,,@SouthwestAir Is there an email address I can send some thoughts to? This experience was really not good &amp; I have some feedback.,,,
Texas_Gil,,,@SouthwestAir Southwest is definitely my favorite airline to fly! :D,,,
TexasLawbook,,,@SouthwestAir Congratulations!,,,
itshosey,,,@SouthwestAir great. My flight is delayed three hours. Now my friend has to wait for me at the airport for hours on her birthday. 😒👎,,,
cbigwater,,,@SouthwestAir guess where Ashley is. She's doing a great job presenting. #ragandisney http://t.co/5ZNMwxDI9U,,,
bvincent,,,@SouthwestAir using social business roadmap to develop intelligent path to embed social across enterprise #RaganDisney,,,
judesnews9222,,,@SouthwestAir adds new direct flights from #Columbus to Oakland &amp; Boston starting August 2015 #cmh #oak #bos,,,
KelliBruns,,,@SouthwestAir Is there anyway to pay more to get priority boarding A 1-15?,,,
benamcswag,,,@SouthwestAir @thirty_lives birthday is the 24th and he's not seeing Imagine Dragons at #DestinationDragons ?,,,
maxwellsantoro,,,"@SouthwestAir thank you for integrating with Passbook on iOS, it all works so much better now!!!",,,
benamcswag,,,@SouthwestAir Is my friend lucky enough to see #DestinationDragons live on his birthday? He's been a fan for years @thirty_lives,,,
thirty_lives,,,@SouthwestAir I've been a fan of imagine dragons since 2012 and they're my fave band and #DestinationDragons is during my bday can I get tix,,,
johnrouzaut2,,,@SouthwestAir Whats up with flight 4464 Ft myers to milwaukee???,,,
thirty_lives,,,@SouthwestAir My birthday is during #DestinationDragons could I get tix?? http://t.co/07XhCacjax,,,
jlittle100,,,@SouthwestAir Please bring back RDU to FLL direct route!  I noticed it is missing starting in Late Flight August!  The flights are always packed!,,,
benamcswag,,,@SouthwestAir when you enter every contest for #DestinationDragons and lose :(,,,
KristinaThomp12,,,@SouthwestAir is main supporter of play where Jesus is portrayed as homosexual partner of Judas and who performs a “gay wedding” #boycott,,,
BradLloydBrando,,,@SouthwestAir Hi do you know why WN4287 is already delayed until 9:35pm tonight? Thanks !,,,
thirty_lives,,,@SouthwestAir you're giving everyone tix for #DestinationDragons except for me and it's during my birthday!!!!,,,
thirty_lives,,,@SouthwestAir my birthday is during #DestinationDragons and im a huge fan- anyway I can get tickets?,,,
MJonTravel,,,"@SouthwestAir - thanks to the agent boarding 1137, ATL-AUS. Left my wallet on the inbound. He found it for me!",,,
thisnamerocks2,,,@SouthwestAir I sent you my conf number yesterday.,,,
adnankussair,,,@SouthwestAir iPhone app now has passbook support! Whoot! It's the little things in life... 😜,,,
GregDyett,,,@SouthwestAir Thanks! Will do,,,
AudioAnnie,,,@SouthwestAir If you read my tweet it is a gap in process for folks that take multiple flights in one day.,,,
willhamlin,,,@SouthwestAir  do you know where my plane is coming from?  I'm on SW flight 4464 from RSW to MKE,,,
IamMeast,,,"@SouthwestAir well, it was fun while it lasted. Not happy about the change to redeeming reward points. Won't be loyal anymore.",,,
iammmadeux,,,@SouthwestAir why the delay on Flight 423 BDL to MCO? Need to get to Florida for the ☀️&amp; races in Daytona,,,
susie_easton,,,"@SouthwestAir aww thanks!! Other than that, love it!",,,
AudioAnnie,,,@SouthwestAir Learn how to give folks on multiple flights the same day boarding position at least if you can't give them  boarding passes.,,,
brycezapped,,,@SouthwestAir we're here at MCO. Thanks.,,,
KennyBSAT,,,"@SouthwestAir schedule is open through the end of October, got Columbus day wknd in New England for ~50K points for 4! Check your calendar!",,,
flappybirdisfun,,,@SouthwestAir the new logo is going to look amazing on the airplanes,,,
mzona18,,,@SouthwestAir I am now a rapids rewards member #lovetotravel #chaching,,,
The_Real_INH,,,@SouthwestAir okay just signed up!,,,
The_Real_INH,,,@SouthwestAir when's the next deal going to happen a poor college student is trying to fly to Orlando instead of drive in August! Lol,,,
luxclark,,,"I appreciate the reply. RT @SouthwestAir: @luxclark We’re so sorry to keep you waiting, Laura. An Agent will be with you shortly...^CB",,,
Disney_luvver,,,@SouthwestAir booked our flights this morning. Can't wait to move about the country.,,,
BLUEnergyUSA,,,@SouthwestAir I love you guys! Had to take a few other airlines this week...makes me love and appreciate y'all so much more! #onlywaytofly,,,
Fuzzyrussianman,,,@SouthwestAir I'm getting leathery from the heat on 4251 before I even get to Vegas....,,,
TannerMiller11,,,@SouthwestAir my first flight ever and flight #4251 is already having technical issues. Faaaannntastic.😭,,,
bikermom46,,,@SouthwestAir trying to get to Mexico in September! How about affordable nonstop flights????,,,
George_Townn,,,@SouthwestAir how it feels on flight 4251 http://t.co/JM8gQ1KGrF,,,
a_lichtenfels,,,@SouthwestAir I think me and my group could use some nice cold drinks once we get in the air...we are all over 21 😜😎,,,
a_lichtenfels,,,@SouthwestAir Stuck on 4251 with the heat blasting to try and thaw the water lines.... Kinda disappointed for my first flight as a RR member,,,
jwsoutha,,,"@SouthwestAir love how ""friendly"" your staff is when asking for updates on delayed flights causing missed connections. #horribleattitudes",,,
vincentpowell,,,"@SouthwestAir DM sent! Thanks so much for responding! Your response was so timely, I missed it!",,,
DavidBLove,,,@SouthwestAir hates guitar players. Chgd for oversize AND extra bag on my acoustic guitar. Epic fail.,,,
Harry_Bryan,,,@SouthwestAir are passengers automatically rebooked on other flights if original is Cancelled Flighted for weather etc?,,,
AndreaCorkins,,,@SouthwestAir Thank you for having flights going out of Nashville! You guys Rock! #DisneyPrincessHalfMarathon #girlsweekend #bffs,,,
jaysonsperling,,,"@SouthwestAir Flt 463 San Jose, CA -&gt; Denver, CO. Delayed 2 hrs but easily best flight + touchdown in all my years flying. Keep it up!",,,
neelaybhatt,,,@SouthwestAir Thx Ops Agt Rich Westagard n Flight Att. Nancy @ DEN Airport.Held flight 1027 n even saved seat 4 Bus Select #CustomersFirst!,,,
NumbersDnt_Lie,,,@SouthwestAir y'all the real MVP with these prices...,,,
royvergara,,,@SouthwestAir ugh kicking myself for missing out on #destinationdragons. I need some @Imaginedragons back in my life  http://t.co/sbEhi46bMk,,,
hoshizorin_,,,@SouthwestAir Is there any chance I can get tickets for the Vegas stop? I missed my chance to enter the contest but I love ID to death !,,,
imjinnie,,,"@SouthwestAir Any chance the flight I just took can count for #3? I mean, I signed up with SW wifi in the air! 2/2",,,
imjinnie,,,@southwestair so I saw the promo for A-List when I was on a plane this Monday. I fly two more times in the qualification period. 1/2,,,
tarunsehgal1986,,,@SouthwestAir hilarious flight attendants on Vegas to Detroit tonight http://t.co/nw7vx7DGMF,,,
chelsiesedore,,,@SouthwestAir I spoke to soon... My bag was lost.. :(,,,
ransdell08,,,@SouthwestAir @flightspots about time! #mobileboarding is a must!,,,
GoldBuyingGirl,,,@SouthwestAir love bridesmaid dancing Can't wait for you to fly into puerto Vallarta and kick united ass!,,,
tbuccheri,,,"@SouthwestAir @tbuccheriFRNC3E. It takes 13.5 hours to fly from Chicago to Beijing on United, and 12 to fly from Vegas to Omaha on SW...",,,
ale_lleal,,,@SouthwestAir I ❤️ you! The only airline that understands us military families and our unpredictable changes. Pound it 👊,,,
sounddspainfull,,,@SouthwestAir can i get tiks for #DestinationDragons omg id love to! Plz 😱❤️im dying,,,
erinpeep,,,"@SouthwestAir humor aside, we've been stuck on the plane for two hours at the gate because bags can't be loaded correctly. What gives?",,,
erinpeep,,,@SouthwestAir We've been sitting at the gate for two hours waiting for bags to be loaded... I'm telling Herb.,,,
kelly_bast,,,@SouthwestAir my PR class would luv to know who's in charge of your Twitter. How many people write your tweets? #gracias,,,
MinderJoan,,,@SouthwestAir if you are giving tix to #DestinationDragons show would appreciate one or two for LA😄Flying from PHL to LAX on Friday,,,
podunculus,,,@SouthwestAir any chance I can get tix for @VelourLive @Imaginedragons? I have been tweeting since January 26 about it #DestinationDragons,,,
KDFSmith,,,@SouthwestAir only 1 guest needs to change a flight on a reservation of 2. How can I do it? I NEED this to happen. Say it can...Please help!,,,
NuEarRich,,,@SouthwestAir inflight entertainment.  Tonight a Willie Nelson impersonator sang for the passengers #peanutsandtoons http://t.co/kCDdOD7uFF,,,
LRC110979,,,@SouthwestAir had a very rude gate agent at BWI tonight gate B8 after a 6.5hr delay for flight 1172. I think a little training is in order.,,,
travisgasper,,,Looking forward to using Passbook when I fly  @SouthwestAir in a few weeks!,,,
frayoub,,,@SouthwestAir heard you are saving 30k a year on fuel not carrying around those skymall's #ripskymall,,,
yancey_jake,,,"@SouthwestAir if a passngr requires wheelchair to gt on plane then sits in an exit row, wld they b physically capable to help in emergency?",,,
scottmerkin,,,"@SouthwestAir So there were 134 early-bird check-ins, because I was told there were no flythroughs? Good flight, otherwise ~",,,
emshafer,,,@SouthwestAir Fantastic! Thank you!,,,
aryehmon,,,@SouthwestAir sat on a plane for 2+ hrs on 2/15! Then we finally took off.. :(,,,
yancey_jake,,,@SouthwestAir - Great flight from Phoenix to Dallas tonight!Great service and ON TIME! Makes @timieyancey very happy! http://t.co/TkVCMhbPim,,,
lisalivingwell,,,@SouthwestAir flight Cancelled Flighted tonight and was told I won't receive a travel voucher for the inconvenience. Is that really your policy?,,,
sewmeup,,,@SouthwestAir you guys are so clever 😃 http://t.co/qn5odUGFqK,,,
azcindy38,,,@SouthwestAir I fly SWA a lot - ALWAYS purchase EB and NEVER past A30... Rethinking the SWA process.  Very misleading.,,,
imdancoop,,,@southwestair Amazing view on the approach to LAX tonight. http://t.co/a68d5fULmH,,,
l_miller91,,,@SouthwestAir today you sporadically changed my flight departure 5 times &amp; left two hours Late Flight. Uncharacteristic of u http://t.co/TXhYJ40llG,,,
SouthernBeau87,,,"@SouthwestAir, I really appreciate you all's #BHM commercial that aired today during @BET's #BookofNegroes",,,
jpagano11,,,@SouthwestAir do new flights come out at midnight?,,,
bsrubin,,,"@SouthwestAir Looks like 'On February 19, 2015, we will open our schedule for sale through October 30, 2015' - know what time that will be?",,,
